region,valor_original,n_iniciativas,categoria,comunas_matcheadas(cut),nota
I,Iquique,24,match_directo,Iquique:1101,
I,Alto Hospicio,13,match_directo,Alto Hospicio:1107,
I,Iquique;Alto Hospicio,7,multi_completo,Iquique:1101; Alto Hospicio:1107,
I,Colchane,6,match_directo,Colchane:1403,
I,Pica,3,match_directo,Pica:1405,
I,Pozo Almonte,2,match_directo,Pozo Almonte:1401,
I,Huara,2,match_directo,Huara:1404,
I,Camiña,2,match_directo,Camiña:1402,
I,Alto Hospicio;Iquique;Pica,1,multi_completo,Alto Hospicio:1107; Iquique:1101; Pica:1405,
I,Colchane;Camiña;Huara,1,multi_completo,Colchane:1403; Camiña:1402; Huara:1404,
I,Camiña;Colchane,1,multi_completo,Camiña:1402; Colchane:1403,
I,Huara;Pozo Almonte;Pica,1,multi_completo,Huara:1404; Pozo Almonte:1401; Pica:1405,
I,Huara;Colchane,1,multi_completo,Huara:1404; Colchane:1403,
II,Regional,70,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
II,Antofagasta,50,match_directo,Antofagasta:2101,
II,ANTOFAGASTA,35,match_directo,Antofagasta:2101,
II,Calama,19,match_directo,Calama:2201,
II,San Pedro de Atacama,17,match_directo,San Pedro de Atacama:2203,
II,CALAMA,16,match_directo,Calama:2201,
II,Tocopilla,10,match_directo,Tocopilla:2301,
II,SAN PEDRO DE ATACAMA,8,match_directo,San Pedro de Atacama:2203,
II,Taltal,7,match_directo,Taltal:2104,
II,TALTAL,7,match_directo,Taltal:2104,
II,Mejillones,6,match_directo,Mejillones:2102,
II,Alcance regional,4,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
II,MEJILLONES,4,match_directo,Mejillones:2102,
II,TOCOPILLA,4,match_directo,Tocopilla:2301,
II,Ollagüe,4,match_directo,Ollagüe:2202,
II,REGIONAL,3,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
II,Maria Elena,3,match_directo,María Elena:2302,
II,OLLAGUE,3,match_directo,Ollagüe:2202,
II,MARIA ELENA,3,match_directo,María Elena:2302,
II,Antofagasta;Tocopilla,2,multi_completo,Antofagasta:2101; Tocopilla:2301,
II,"Alcance regional (Sólo en comunas de Antofagasta, Calama y Tocopilla)",2,multi_completo,Antofagasta:2101; Calama:2201; Tocopilla:2301,extraído de paréntesis; 
II,"Antofagasta, Copiapó, Caldera, Chañaral,Taltal",2,multi_completo,Antofagasta:2101; Copiapó:3101; Caldera:3102; Chañaral:3201; Taltal:2104,Copiapó: OTRA REGIÓN (codregion 3); Caldera: OTRA REGIÓN (codregion 3); Chañaral: OTRA REGIÓN (codregion 3)
II,calama,2,match_directo,Calama:2201,
II,"Pozo Almonte, Sierra Gorda, María Elena",2,multi_completo,Pozo Almonte:1401; Sierra Gorda:2103; María Elena:2302,Pozo Almonte: OTRA REGIÓN (codregion 1)
II,Region de Antofagasta,2,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
II,"Antofagasta, Caldera",2,multi_completo,Antofagasta:2101; Caldera:3102,Caldera: OTRA REGIÓN (codregion 3)
II,"Sierra Gorda, Calama",2,multi_completo,Sierra Gorda:2103; Calama:2201,
II,"Alcance regional (Sólo en comunas Antofagasta, Calama, Tocopilla y San Pedro de Atacama)",1,multi_completo,Antofagasta:2101; Calama:2201; Tocopilla:2301; San Pedro de Atacama:2203,extraído de paréntesis; 
II,Antofagasta;Calama;Tocopilla,1,multi_completo,Antofagasta:2101; Calama:2201; Tocopilla:2301,
II,Calama-Tocopilla,1,multi_completo,Calama:2201; Tocopilla:2301,
II,Taltal-Antofagasta,1,multi_completo,Taltal:2104; Antofagasta:2101,
II,"Antofagasta, Calama, Taltal, Tocopilla, María Elena, San Pedro de Atacama",1,multi_completo,Antofagasta:2101; Calama:2201; Taltal:2104; Tocopilla:2301; María Elena:2302; San Pedro de Atacama:2203,
II,Antofgagasta,1,match_fuzzy_alias,Antofagasta:2101,
II,Alcance regional (Sólo en comunas de Antofagasta y Calama),1,multi_completo,Antofagasta:2101; Calama:2201,extraído de paréntesis; 
II,"Alcance regional (En todas las comunas de la región a excepción de Antofagasta, Mejillones y Taltal)",1,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
II,Calama;Antofagasta,1,multi_completo,Calama:2201; Antofagasta:2101,
II,Calama;San Pedro de Atacama,1,multi_completo,Calama:2201; San Pedro de Atacama:2203,
II,"Antofagasta, Calama, Tocopilla",1,multi_completo,Antofagasta:2101; Calama:2201; Tocopilla:2301,
II,"Alcance regional (Sólo en Antofagasta, Calama y Tocopilla)",1,multi_completo,Antofagasta:2101; Calama:2201; Tocopilla:2301,extraído de paréntesis; 
II,"Antofagasta, Calama",1,multi_completo,Antofagasta:2101; Calama:2201,
II,Sierra Gorda,1,match_directo,Sierra Gorda:2103,
II,"Antofagasta, Calama, Taltal, Tocopilla, María Elena, San Pedro de Atacama, Mejillones",1,multi_completo,Antofagasta:2101; Calama:2201; Taltal:2104; Tocopilla:2301; María Elena:2302; San Pedro de Atacama:2203; Mejillones:2102,
II,"Antofagasta, Calama, Taltal, Tocopilla, María Elena, Mejillones",1,multi_completo,Antofagasta:2101; Calama:2201; Taltal:2104; Tocopilla:2301; María Elena:2302; Mejillones:2102,
II,Alcance regional (En todas las comunas de la región a excepción de Mejillones y Taltal),1,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
II,"Antofagasta, Mejillones, Tocopilla y Taltal",1,multi_completo,Antofagasta:2101; Mejillones:2102; Tocopilla:2301; Taltal:2104,
II,tocopilla,1,match_directo,Tocopilla:2301,
II,Alto Hospicio,1,match_directo,Alto Hospicio:1107,OTRA REGIÓN (codregion 1)
II,Antofagasta y Calama,1,multi_completo,Antofagasta:2101; Calama:2201,
II,Calama-Antofagasta-Mejillones,1,multi_completo,Calama:2201; Antofagasta:2101; Mejillones:2102,
II,SIERRA GORDA,1,match_directo,Sierra Gorda:2103,
II,Taltal;Antofagasta,1,multi_completo,Taltal:2104; Antofagasta:2101,
II,Antofagasta;Calama,1,multi_completo,Antofagasta:2101; Calama:2201,
III,Copiapó,112,match_directo,Copiapó:3101,
III,Huasco,52,match_directo,Huasco:3304,
III,Tierra Amarilla,38,match_directo,Tierra Amarilla:3103,
III,Vallenar,36,match_directo,Vallenar:3301,
III,Freirina,28,match_directo,Freirina:3303,
III,Diego de Almagro,24,match_directo,Diego de Almagro:3202,
III,Alto del Carmen,22,match_directo,Alto del Carmen:3302,
III,Chañaral,20,match_directo,Chañaral:3201,
III,Caldera,17,match_directo,Caldera:3102,
IV,Regional,17,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
IV,Coquimbo,16,match_directo,Coquimbo:4102,
IV,La Serena,12,match_directo,La Serena:4101,
IV,COQUIMBO,11,match_directo,Coquimbo:4102,
IV,Ovalle,6,match_directo,Ovalle:4301,
IV,Los Vilos,6,match_directo,Los Vilos:4203,
IV,Combarbalá,4,match_directo,Combarbalá:4302,
IV,OVALLE,3,match_directo,Ovalle:4301,
IV,Monte Patria,3,match_directo,Monte Patria:4303,
IV,Vicuña,3,match_directo,Vicuña:4106,
IV,LA SERENA,3,match_directo,La Serena:4101,
IV,La Higuera,2,match_directo,La Higuera:4104,
IV,PAIHUANO,2,match_directo,Paihuano:4105,
IV,Andacollo,2,match_directo,Andacollo:4103,
IV,SALAMANCA,2,match_directo,Salamanca:4204,
IV,Illapel,2,match_directo,Illapel:4201,
IV,Montepatria,2,match_fuzzy_alias,Monte Patria:4303,
IV,Canela,2,match_directo,Canela:4202,
IV,Salamanca,2,match_directo,Salamanca:4204,
IV,Punitaqui,1,match_directo,Punitaqui:4304,
IV,Ovalle;Río Hurtado,1,multi_completo,Ovalle:4301; Río Hurtado:4305,
IV,LA HIGUERA,1,match_directo,La Higuera:4104,
IV,LOS VILOS,1,match_directo,Los Vilos:4203,
IV,Paihuano,1,match_directo,Paihuano:4105,
IV,VICUÑA,1,match_directo,Vicuña:4106,
IV,MONTE PATRIA,1,match_directo,Monte Patria:4303,
IV,ANDACOLLO,1,match_directo,Andacollo:4103,
IX,Temuco,52,match_directo,Temuco:9101,
IX,Padre las Casas,23,match_directo,Padre Las Casas:9112,
IX,Villarrica,21,match_directo,Villarrica:9120,
IX,Nueva Imperial,17,match_directo,Nueva Imperial:9111,
IX,Vilcún,17,match_directo,Vilcún:9119,
IX,Saavedra,15,match_directo,Saavedra:9116,
IX,Carahue,15,match_directo,Carahue:9102,
IX,Angol,14,match_directo,Angol:9201,
IX,Lautaro,14,match_directo,Lautaro:9108,
IX,Collipulli,13,match_directo,Collipulli:9202,
IX,Loncoche,12,match_directo,Loncoche:9109,
IX,Victoria,12,match_directo,Victoria:9211,
IX,Tolten,11,match_directo,Toltén:9118,
IX,Curacautín,10,match_directo,Curacautín:9203,
IX,Freire,10,match_directo,Freire:9105,
IX,Traiguen,10,match_directo,Traiguén:9210,
IX,Lonquimay,10,match_directo,Lonquimay:9205,
IX,Teodoro Schmidt,7,match_directo,Teodoro Schmidt:9117,
IX,Lumaco,7,match_directo,Lumaco:9207,
IX,Pitrufquén,7,match_directo,Pitrufquén:9114,
IX,Los Sauces,6,match_directo,Los Sauces:9206,
IX,Puren,6,match_directo,Purén:9208,
IX,Gorbea,5,match_directo,Gorbea:9107,
IX,Cunco,5,match_directo,Cunco:9103,
IX,Melipeuco,5,match_directo,Melipeuco:9110,
IX,Renaico,4,match_directo,Renaico:9209,
IX,Ercilla,4,match_directo,Ercilla:9204,
IX,Galvarino,4,match_directo,Galvarino:9106,
IX,Pucón,3,match_directo,Pucón:9115,
IX,Curarrehue,3,match_directo,Curarrehue:9104,
IX,Perquenco,3,match_directo,Perquenco:9113,
IX,Cholchol,2,match_directo,Cholchol:9121,
IX,Chol Chol,1,match_fuzzy_alias,Cholchol:9121,
IX,Toltén,1,match_directo,Toltén:9118,
IX,Lican Ray,1,match_fuzzy_alias,Villarrica:9120,
RM,Santiago,35,match_directo,Santiago:13101,
RM,SANTIAGO,29,match_directo,Santiago:13101,
RM,Melipilla,28,match_directo,Melipilla:13501,
RM,Intercomunal,28,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,QUINTA NORMAL,26,match_directo,Quinta Normal:13126,
RM,ÑUÑOA,22,match_directo,Ñuñoa:13120,
RM,La Pintana,19,match_directo,La Pintana:13112,
RM,SAN MIGUEL,19,match_directo,San Miguel:13130,
RM,Estacion Central,18,match_directo,Estación Central:13106,
RM,PUENTE ALTO,18,match_directo,Puente Alto:13201,
RM,Pudahuel,17,match_directo,Pudahuel:13124,
RM,MELIPILLA,17,match_directo,Melipilla:13501,
RM,RENCA,17,match_directo,Renca:13128,
RM,CERRILLOS,16,match_directo,Cerrillos:13102,
RM,Region Metropolitana De Santiago,16,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,Regional,16,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,Colina,16,match_directo,Colina:13301,
RM,El Bosque,15,match_directo,El Bosque:13105,
RM,Puente Alto,15,match_directo,Puente Alto:13201,
RM,Lampa,14,match_directo,Lampa:13302,
RM,Padre Hurtado,14,match_directo,Padre Hurtado:13604,
RM,SAN BERNARDO,13,match_directo,San Bernardo:13401,
RM,Paine,13,match_directo,Paine:13404,
RM,San Bernardo,12,match_directo,San Bernardo:13401,
RM,PROVIDENCIA,12,match_directo,Providencia:13123,
RM,EL BOSQUE,12,match_directo,El Bosque:13105,
RM,Renca,12,match_directo,Renca:13128,
RM,Peñalolen,11,match_directo,Peñalolén:13122,
RM,Providencia,11,match_directo,Providencia:13123,
RM,San Miguel,10,match_directo,San Miguel:13130,
RM,PEDRO AGUIRRE CERDA,10,match_directo,Pedro Aguirre Cerda:13121,
RM,LA PINTANA,10,match_directo,La Pintana:13112,
RM,Cerro Navia,10,match_directo,Cerro Navia:13103,
RM,LA GRANJA,10,match_directo,La Granja:13111,
RM,MACUL,10,match_directo,Macul:13118,
RM,LA FLORIDA,10,match_directo,La Florida:13110,
RM,Buin,9,match_directo,Buin:13402,
RM,RECOLETA,9,match_directo,Recoleta:13127,
RM,Cerrillos,9,match_directo,Cerrillos:13102,
RM,Macul,9,match_directo,Macul:13118,
RM,PADRE HURTADO,9,match_directo,Padre Hurtado:13604,
RM,Ñuñoa,8,match_directo,Ñuñoa:13120,
RM,Peñaflor,8,match_directo,Peñaflor:13605,
RM,SAN JOAQUIN,8,match_directo,San Joaquín:13129,
RM,INDEPENDENCIA,8,match_directo,Independencia:13108,
RM,LA REINA,8,match_directo,La Reina:13113,
RM,ESTACIÓN CENTRAL,8,match_directo,Estación Central:13106,
RM,PEÑALOLEN,8,match_directo,Peñalolén:13122,
RM,LO ESPEJO,8,match_directo,Lo Espejo:13116,
RM,MAIPU,8,match_directo,Maipú:13119,
RM,La Reina,7,match_directo,La Reina:13113,
RM,Lo Espejo,7,match_directo,Lo Espejo:13116,
RM,PUDAHUEL,7,match_directo,Pudahuel:13124,
RM,Maipu,7,match_directo,Maipú:13119,
RM,Talagante,7,match_directo,Talagante:13601,
RM,Pedro Aguirre Cerda,7,match_directo,Pedro Aguirre Cerda:13121,
RM,Pedro A. Cerda,7,match_fuzzy_alias,Pedro Aguirre Cerda:13121,
RM,ESTACION CENTRAL,7,match_directo,Estación Central:13106,
RM,PEDRO A CERDA,6,match_fuzzy_alias,Pedro Aguirre Cerda:13121,
RM,San Joaquín,6,match_directo,San Joaquín:13129,
RM,BUIN,6,match_directo,Buin:13402,
RM,PAINE,6,match_directo,Paine:13404,
RM,La Granja,6,match_directo,La Granja:13111,
RM,Peñalolén,6,match_directo,Peñalolén:13122,
RM,Pirque,6,match_directo,Pirque:13202,
RM,QUILICURA,5,match_directo,Quilicura:13125,
RM,La Florida,5,match_directo,La Florida:13110,
RM,Lo Prado,5,match_directo,Lo Prado:13117,
RM,LAMPA,5,match_directo,Lampa:13302,
RM,CERRO NAVIA,5,match_directo,Cerro Navia:13103,
RM,Provincia De Santiago,5,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,"Santiago, Cerrillos, Cerro Navia, Conchali, El Bosque, Estacion Central, Huechuraba, Independencia, La Cisterna, La Florida, La Granja, La Pintana, La Reina, Las Condes, Lo Barnechea, Lo Espejo, Lo Prado, Macul, Maipu, ¿U¿Oa, Pedro Aguirre Cerda, Pe¿Alolen, Providencia, Pudahuel, Quilicura, Quinta Normal, Recoleta, Renca, San Joaquin, San Miguel, San Ramon, Vitacura, Puente Alto, Pirque, San Jose De Maipo, Colina, Lampa, Til Til, San Bernardo, Buin, Calera De Tango, Paine, Melipilla, Alhue, Curacavi, Maria Pinto, San Pedro, Talagante, El Monte, Isla De Maipo, Padre Hurtado, Pe¿Aflor",5,multi_completo,Santiago:13101; Cerrillos:13102; Cerro Navia:13103; Conchalí:13104; El Bosque:13105; Estación Central:13106; Huechuraba:13107; Independencia:13108; La Cisterna:13109; La Florida:13110; La Granja:13111; La Pintana:13112; La Reina:13113; Las Condes:13114; Lo Barnechea:13115; Lo Espejo:13116; Lo Prado:13117; Macul:13118; Maipú:13119; Ñuñoa:13120; Pedro Aguirre Cerda:13121; Peñalolén:13122; Providencia:13123; Pudahuel:13124; Quilicura:13125; Quinta Normal:13126; Recoleta:13127; Renca:13128; San Joaquín:13129; San Miguel:13130; San Ramón:13131; Vitacura:13132; Puente Alto:13201; Pirque:13202; San José de Maipo:13203; Colina:13301; Lampa:13302; Tiltil:13303; San Bernardo:13401; Buin:13402; Calera de Tango:13403; Paine:13404; Melipilla:13501; Alhué:13502; Curacaví:13503; María Pinto:13504; San Pedro:13505; Talagante:13601; El Monte:13602; Isla de Maipo:13603; Padre Hurtado:13604; Peñaflor:13605,
RM,HUECHURABA,5,match_directo,Huechuraba:13107,
RM,Til Til,5,match_fuzzy_alias,Tiltil:13303,
RM,LA CISTERNA,4,match_directo,La Cisterna:13109,
RM,Maria Pinto,4,match_directo,María Pinto:13504,
RM,SAN PEDRO,4,match_directo,San Pedro:13505,
RM,ISLA DE MAIPO,4,match_directo,Isla de Maipo:13603,
RM,San Jose De Maipo,4,match_directo,San José de Maipo:13203,
RM,TIL TIL,4,match_fuzzy_alias,Tiltil:13303,
RM,Curacavi,4,match_directo,Curacaví:13503,
RM,Tiltil,4,match_directo,Tiltil:13303,
RM,MAIPÚ,4,match_directo,Maipú:13119,
RM,SAN RAMON,4,match_directo,San Ramón:13131,
RM,PEÑAFLOR,4,match_directo,Peñaflor:13605,
RM,Huechuraba,4,match_directo,Huechuraba:13107,
RM,COLINA,4,match_directo,Colina:13301,
RM,TALAGANTE,4,match_directo,Talagante:13601,
RM,Maipú,4,match_directo,Maipú:13119,
RM,Conchali,4,match_directo,Conchalí:13104,
RM,Independencia,4,match_directo,Independencia:13108,
RM,Alhué,3,match_directo,Alhué:13502,
RM,MARÍA PINTO,3,match_directo,María Pinto:13504,
RM,Metropolitana,3,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,Lo Barnechea,3,match_directo,Lo Barnechea:13115,
RM,San Pedro,3,match_directo,San Pedro:13505,
RM,CONCHALI,3,match_directo,Conchalí:13104,
RM,Recoleta,3,match_directo,Recoleta:13127,
RM,Gran Santiago,3,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,Isla De Maipo,3,match_directo,Isla de Maipo:13603,
RM,El Monte,3,match_directo,El Monte:13602,
RM,Alhue,3,match_directo,Alhué:13502,
RM,Calera De Tango,3,match_directo,Calera de Tango:13403,
RM,Pe¿Aflor,2,match_directo,Peñaflor:13605,
RM,"Colina, Lampa, Til Til",2,multi_completo,Colina:13301; Lampa:13302; Tiltil:13303,
RM,Quinta Normal,2,match_directo,Quinta Normal:13126,
RM,Isla de Maipo,2,match_directo,Isla de Maipo:13603,
RM,PEÑALOLÉN,2,match_directo,Peñalolén:13122,
RM,CONCHALÍ,2,match_directo,Conchalí:13104,
RM,PIRQUE,2,match_directo,Pirque:13202,
RM,Calera de Tango,2,match_directo,Calera de Tango:13403,
RM,LO PRADO,2,match_directo,Lo Prado:13117,
RM,LAS CONDES,2,match_directo,Las Condes:13114,
RM,CALERA DE TANGO,2,match_directo,Calera de Tango:13403,
RM,SAN JOAQUÍN,2,match_directo,San Joaquín:13129,
RM,LO BARNECHEA,2,match_directo,Lo Barnechea:13115,
RM,Conchalí,2,match_directo,Conchalí:13104,
RM,"Buin, Paine",2,multi_completo,Buin:13402; Paine:13404,
RM,SAN JOSE DE MAIPO,2,match_directo,San José de Maipo:13203,
RM,MARIA PINTO,2,match_directo,María Pinto:13504,
RM,Comunas rurales RM,2,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,Estación Central,2,match_directo,Estación Central:13106,
RM,Pe¿Alolen,1,match_directo,Peñalolén:13122,
RM,"Lampa, Til Til",1,multi_completo,Lampa:13302; Tiltil:13303,
RM,"MARIA PINTO, CURACAVI, POIRQUE, EL MONTE, TALAGANTE",1,multi_completo,María Pinto:13504; Curacaví:13503; Pirque:13202; El Monte:13602; Talagante:13601,
RM,"Paine, Talagante",1,multi_completo,Paine:13404; Talagante:13601,
RM,"Buin, Calera De Tango, Paine, Talagante, El Monte, Isla De Maipo, Padre Hurtado, Pe¿Aflor",1,multi_completo,Buin:13402; Calera de Tango:13403; Paine:13404; Talagante:13601; El Monte:13602; Isla de Maipo:13603; Padre Hurtado:13604; Peñaflor:13605,
RM,"San Bernardo, Buin, Calera De Tango, Paine",1,multi_completo,San Bernardo:13401; Buin:13402; Calera de Tango:13403; Paine:13404,
RM,Conchalí;Estación Central;Quinta Normal,1,multi_completo,Conchalí:13104; Estación Central:13106; Quinta Normal:13126,
RM,SAN RAMÓN,1,match_directo,San Ramón:13131,
RM,"Conchali, Huechuraba, Pudahuel, Quilicura, Recoleta, Colina, Lampa",1,multi_completo,Conchalí:13104; Huechuraba:13107; Pudahuel:13124; Quilicura:13125; Recoleta:13127; Colina:13301; Lampa:13302,
RM,Santiago San Joaquín San Bernardo,1,multi_completo,Santiago:13101; San Joaquín:13129; San Bernardo:13401,
RM,La Cisterna,1,match_directo,La Cisterna:13109,
RM,"Quilicura, Pudahuel, San Bernardo, Lampa",1,multi_completo,Quilicura:13125; Pudahuel:13124; San Bernardo:13401; Lampa:13302,
RM,"PIRQUE, MELIPILLA, BUIN, MARÍA PINTO",1,multi_completo,Pirque:13202; Melipilla:13501; Buin:13402; María Pinto:13504,
RM,BARNECHEA,1,match_fuzzy_alias,Lo Barnechea:13115,
RM,San Ramón,1,match_directo,San Ramón:13131,
RM,Comunas Rurales,1,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,"Pirque, Til Til, Isla De Maipo",1,multi_completo,Pirque:13202; Tiltil:13303; Isla de Maipo:13603,
RM,Comunas Rurales RM,1,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
RM,"Colina, Til Til",1,multi_completo,Colina:13301; Tiltil:13303,
RM,El Bosque;San Joaquín,1,multi_completo,El Bosque:13105; San Joaquín:13129,
RM,Pedro A Cerda,1,match_fuzzy_alias,Pedro Aguirre Cerda:13121,
RM,"Puente Alto, Maipú, La Pintana, El Bosque",1,multi_completo,Puente Alto:13201; Maipú:13119; La Pintana:13112; El Bosque:13105,
RM,"Colina, Lampa",1,multi_completo,Colina:13301; Lampa:13302,
RM,Curacaví,1,match_directo,Curacaví:13503,
RM,Quilicura,1,match_directo,Quilicura:13125,
RM,"Santiago, San Joaquin, San Miguel",1,multi_completo,Santiago:13101; San Joaquín:13129; San Miguel:13130,
RM,"Buin, Paine, San José de Maipo",1,multi_completo,Buin:13402; Paine:13404; San José de Maipo:13203,
RM,Lo Prado;E.Central;Quinta Normal;Pudahuel,1,multi_completo,Lo Prado:13117; Estación Central:13106; Quinta Normal:13126; Pudahuel:13124,
RM,"Melipilla, Maria Pinto",1,multi_completo,Melipilla:13501; María Pinto:13504,
RM,Quilicura;Talagante;Peñaflor,1,multi_completo,Quilicura:13125; Talagante:13601; Peñaflor:13605,
RM,Puente Alto-La Pintana,1,multi_completo,Puente Alto:13201; La Pintana:13112,
RM,Maipú y Cerrillos,1,multi_completo,Maipú:13119; Cerrillos:13102,
RM,EL MONTE,1,match_directo,El Monte:13602,
RM,Peñaflor-Melipilla-El Monte,1,multi_completo,Peñaflor:13605; Melipilla:13501; El Monte:13602,
RM,"Quilicura, Lampa",1,multi_completo,Quilicura:13125; Lampa:13302,
RM,San Joaquin,1,match_directo,San Joaquín:13129,
RM,"Pirque, San Jose De Maipo",1,multi_completo,Pirque:13202; San José de Maipo:13203,
RM,"PAINE, BUIN, SAN BERNARDO",1,multi_completo,Paine:13404; Buin:13402; San Bernardo:13401,
RM,La Pintana;El Bosque;San Bernardo,1,multi_completo,La Pintana:13112; El Bosque:13105; San Bernardo:13401,
RM,"San Bernardo, Calera De Tango",1,multi_completo,San Bernardo:13401; Calera de Tango:13403,
RM,"Paine, Melipilla",1,multi_completo,Paine:13404; Melipilla:13501,
RM,"Puente Alto, San Bernardo",1,multi_completo,Puente Alto:13201; San Bernardo:13401,
RM,Las Condes-Ñuñoa-Puente Alto-Macul-Providencia-La Florida-Peñalolén,1,multi_completo,Las Condes:13114; Ñuñoa:13120; Puente Alto:13201; Macul:13118; Providencia:13123; La Florida:13110; Peñalolén:13122,
RM,"Til Til, Colina",1,multi_completo,Tiltil:13303; Colina:13301,
RM,Barnechea,1,match_fuzzy_alias,Lo Barnechea:13115,
RM,"Colina, Lampa, Til Til, Melipilla, Alhue, Curacavi, El Monte, Isla De Maipo, Padre Hurtado",1,multi_completo,Colina:13301; Lampa:13302; Tiltil:13303; Melipilla:13501; Alhué:13502; Curacaví:13503; El Monte:13602; Isla de Maipo:13603; Padre Hurtado:13604,
RM,"Santiago, Cerrillos, Puente Alto, San Jose De Maipo, Colina, Til Til",1,multi_completo,Santiago:13101; Cerrillos:13102; Puente Alto:13201; San José de Maipo:13203; Colina:13301; Tiltil:13303,
RM,María Pinto,1,match_directo,María Pinto:13504,
RM,VITACURA,1,match_directo,Vitacura:13132,
V,Valparaíso,87,match_directo,Valparaíso:5101,
V,Viña del Mar,61,match_directo,Viña del Mar:5109,
V,San Antonio,41,match_directo,San Antonio:5601,
V,Villa Alemana,29,match_directo,Villa Alemana:5804,
V,San Felipe,22,match_directo,San Felipe:5701,
V,Quilpue,21,match_directo,Quilpué:5801,
V,Los Andes,19,match_directo,Los Andes:5301,
V,La Calera,18,match_fuzzy_alias,Calera:5502,
V,Quillota,17,match_directo,Quillota:5501,
V,Puchuncavi,17,match_directo,Puchuncaví:5105,
V,Olmue,16,match_directo,Olmué:5803,
V,Llay Llay,15,match_fuzzy_alias,Llaillay:5703,
V,Regional,15,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
V,La Ligua,14,match_directo,La Ligua:5401,
V,Limache,13,match_directo,Limache:5802,
V,Concon,13,match_directo,Concón:5103,
V,Panquehue,12,match_directo,Panquehue:5704,
V,Isla de Pascua,12,match_directo,Isla de Pascua:5201,
V,Algarrobo,12,match_directo,Algarrobo:5602,
V,El Tabo,11,match_directo,El Tabo:5605,
V,El Quisco,11,match_directo,El Quisco:5604,
V,Putaendo,10,match_directo,Putaendo:5705,
V,Petorca,10,match_directo,Petorca:5404,
V,Quintero,10,match_directo,Quintero:5107,
V,Cartagena,10,match_directo,Cartagena:5603,
V,Casablanca,8,match_directo,Casablanca:5102,
V,Catemu,8,match_directo,Catemu:5702,
V,Zapallar,7,match_directo,Zapallar:5405,
V,Hijuelas,6,match_directo,Hijuelas:5503,
V,Quilpué,6,match_directo,Quilpué:5801,
V,Nogales,6,match_directo,Nogales:5506,
V,Santo Domingo,6,match_directo,Santo Domingo:5606,
V,San Esteban,6,match_directo,San Esteban:5304,
V,Santa Maria,6,match_directo,Santa María:5706,
V,Todas,6,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
V,Rinconada,5,match_directo,Rinconada:5303,
V,Cabildo,5,match_directo,Cabildo:5402,
V,Juan Fernandez,5,match_directo,Juan Fernández:5104,
V,Calle Larga,4,match_directo,Calle Larga:5302,
V,Papudo,4,match_directo,Papudo:5403,
V,La Cruz,3,match_directo,La Cruz:5504,
V,Cobertura Regional,2,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
V,San Felipe Llay-llay Catemu Panquehue Putaendo Santa María los Andes Calle Larga Rinconada San Esteban,1,multi_parcial,San Felipe:5701; Catemu:5702; Panquehue:5704; Putaendo:5705; Santa María:5706; Los Andes:5301; Calle Larga:5302; Rinconada:5303; San Esteban:5304,sin match: llay | llay
V,Concón,1,match_directo,Concón:5103,
V,Olmué,1,match_directo,Olmué:5803,
V,Con con,1,match_fuzzy_alias,Concón:5103,
V,Intercomunal,1,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
V,Quilpué - Villa Alemana,1,multi_completo,Quilpué:5801; Villa Alemana:5804,
V,Juan Fernández,1,match_directo,Juan Fernández:5104,
V,Valparaíso Viña del Mar Quilpué Villa Alemana Concón Otras en Evaluación.,1,multi_parcial,Valparaíso:5101; Viña del Mar:5109; Quilpué:5801; Villa Alemana:5804; Concón:5103,sobran: otras en evaluacion
V,Sin Información,1,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
V,Puchuncaví,1,match_directo,Puchuncaví:5105,
VI,Rancagua,115,match_directo,Rancagua:6101,
VI,Varias,44,bucket_regional,,"sin comuna específica → bucket ""Alcance regional"""
VI,San Fernando,36,match_directo,San Fernando:6301,
VI,Rengo,35,match_directo,Rengo:6115,
VI,Santa Cruz,35,match_directo,Santa Cruz:6310,
VI,Pichidegua,26,match_directo,Pichidegua:6113,
VI,Chimbarongo,21,match_directo,Chimbarongo:6303,
VI,San Vicente,20,match_directo,San Vicente:6117,
